"DateTime","RPM2_5(NJH CS Collo (CS1)/Canary-S)","RPM2_52(NJH CS Collo (CS1)/Canary-S)","RPM2_5(I-25 Glo Collo (CS2)/Canary-S)","RPM2_52(I-25 Glo Collo (CS2)/Canary-S)","RPM2_5(I-25 Glo Collo (CS3)/Canary-S)","RPM2_52(I-25 Glo Collo (CS3)/Canary-S)","RPM2_5(I-25 Glo Collo (CS4)/Canary-S)","RPM2_52(I-25 Glo Collo (CS4)/Canary-S)","RPM2_5(La Casa Collo (CS5)/Canary-S)","RPM2_52(La Casa Collo (CS5)/Canary-S)"
"2018-08-01 01:00:00",,,7.4978,7.5833,,,7.0508,6.75,8.2365,7.6898
"2018-08-01 02:00:00",,,12.1712,12.3,,,11.5102,11.0167,11.311,10.3523
"2018-08-01 03:00:00",,,13.1902,13.5167,,,12.8327,12.3167,12.9923,11.9358
"2018-08-01 04:00:00",,,13.4055,13.9833,,,13.0855,13.1333,13.6771,12.7071
"2018-08-01 05:00:00",,,11.314,12.1833,,,10.991,10.8333,11.1825,10.4462
"2018-08-01 06:00:00",,,11.465,11.9333,,,10.9488,10.75,10.457,9.7118
"2018-08-01 07:00:00",,,14.4915,14.9667,,,13.349,13.2333,11.9768,10.849
"2018-08-01 08:00:00",,,16.6575,17.5,,,15.4841,15.6271,13.799,12.335
"2018-08-01 09:00:00",,,18.6715,19.35,,,17.296,17.3333,12.005,10.7825
"2018-08-01 10:00:00",,,18.5966,19.7797,18.592,17.5972,16.913,17.55,14.4395,13.4269
"2018-08-01 11:00:00",,,15.2143,16.2333,15.0963,14.9558,14.1922,14.0167,11.5115,10.7625
"2018-08-01 12:00:00",,,11.9368,12.6667,,,11.387,10.8167,9.52,9.1183
"2018-08-01 13:00:00",,,15.4695,16.8167,,,14.5685,14.1333,9.3593,8.7467
"2018-08-01 14:00:00",,,12.986,13.85,,,12.0567,11.6333,9.4328,8.968
"2018-08-01 15:00:00",,,13.9955,14.6333,,,13.0288,12.3167,10.802,10.3213
"2018-08-01 16:00:00",,,15.4902,16.5333,,,14.562,14.4667,11.8563,11.0617
"2018-08-01 17:00:00",,,17.1373,17.85,,,15.8935,16.1,11.7405,10.7773
"2018-08-01 18:00:00",,,18.475,19.3793,,,17.4233,17.4,12.0292,11.2554
"2018-08-01 19:00:00",,,16.1688,16.9,,,14.7167,14.85,11.9713,11.304
"2018-08-01 20:00:00",,,19.2629,19.9153,,,18.4558,18.3167,15.3818,14.3578
"2018-08-01 21:00:00",,,37.2975,37.55,,,36.9535,36.3167,33.2379,31.5497
"2018-08-01 22:00:00",,,46.37,47.1333,,,45.9805,45.5167,47.3875,45.2122
"2018-08-01 23:00:00",,,11.5537,12.0678,,,11.6152,10.8448,12.6737,12.2207
"2018-08-02 00:00:00",,,17.0861,17.2712,,,16.7868,15.65,16.6128,15.178
"2018-08-02 01:00:00",,,18.9852,19.75,,,18.7787,17.95,19.3253,17.6768
"2018-08-02 02:00:00",,,17.5143,19.0667,,,17.3933,16.7,17.8739,16.4176
"2018-08-02 03:00:00",,,18.3825,19.85,,,17.847,17.75,16.9558,15.6503
"2018-08-02 04:00:00",,,17.5267,18.65,,,17.284,17.1333,17.6818,16.684
"2018-08-02 05:00:00",,,16.2232,17.2,,,16.3512,15.9833,15.6422,14.5933
"2018-08-02 06:00:00",,,19.2772,20.1,,,19.3867,19.4,19.1167,17.8527
"2018-08-02 07:00:00",,,26.1292,27.1,,,25.8765,26.15,23.7357,22.0528
"2018-08-02 08:00:00",,,31.717,32.3167,,,30.8669,31.1017,29.3572,26.8815
"2018-08-02 09:00:00",,,37.6387,38.65,39.68,41.335,36.9958,37.4167,33.5888,31.2298
"2018-08-02 10:00:00",,,42.4237,43.6833,,,41.9028,42.2167,40.0557,37.8012
"2018-08-02 11:00:00",,,42.2214,43.2542,,,41.5608,41.3729,39.9403,37.9123
"2018-08-02 12:00:00",,,43.821,44.3833,,,43.3977,42.75,42.8335,40.9213
"2018-08-02 13:00:00",,,42.6447,43.2333,,,42.163,41.4833,42.4956,40.2125
"2018-08-02 14:00:00",,,43.3155,43.75,,,42.992,41.8833,43.8115,41.7848
"2018-08-02 15:00:00",,,39.7167,40.1333,,,39.5422,38.1833,41.8308,39.3918
"2018-08-02 16:00:00",,,37.64,37.7,,,37.05,35.8333,38.5447,36.2442
"2018-08-02 17:00:00",,,36.3987,36.5833,,,36.2668,34.75,37.072,35.0093
"2018-08-02 18:00:00",,,34.5483,34.45,,,34.3802,33,35.9714,33.9964
"2018-08-02 19:00:00",,,34.0093,33.7167,,,33.7955,32.4,35.1721,33.2183
"2018-08-02 20:00:00",,,34.3952,34.7,,,34.5225,32.9667,36.1323,33.8242
"2018-08-02 21:00:00",,,35.2537,35.6167,,,34.885,33.7,36.7659,34.8215
"2018-08-02 22:00:00",,,34.7928,35.2,,,34.1775,33.2167,35.8936,33.9938
"2018-08-02 23:00:00",,,35.7068,36.4167,,,35.9743,35.05,37.5123,35.3063
"2018-08-03 00:00:00",,,31.4148,32.6833,,,32.5475,31.9833,33.1375,32.2538
"2018-08-03 01:00:00",,,27.3415,28.5833,,,28.7333,28.5833,28.6722,26.9808
"2018-08-03 02:00:00",,,26.3975,28.5333,,,27.0282,26.7667,28.0102,26.1685
"2018-08-03 03:00:00",,,24.651,26.2167,,,24.5425,23.8667,24.9652,23.2237
"2018-08-03 04:00:00",,,20.3747,22.6333,,,20.6598,20.4333,19.6037,18.702
"2018-08-03 05:00:00",,,21.2588,24.2333,,,21.8428,21.6667,21.733,20.339
"2018-08-03 06:00:00",,,22.804,26.8,,,22.5892,21.9167,22.2298,20.5138
"2018-08-03 07:00:00",,,25.1757,28.3167,,,24.6102,23.8667,23.2085,21.689
"2018-08-03 08:00:00",,,27.5058,31,,,26.9929,26.678,26.7763,24.7498
"2018-08-03 09:00:00",,,35.8065,37.65,,,35.511,35.0833,31.7987,30.0125
"2018-08-03 10:00:00",,,34.3342,35.3333,36.0867,37.9967,33.8033,33.3333,33.03,31.1334
"2018-08-03 11:00:00",,,35.8067,36.6833,,,35.4757,35.0333,33.8495,32.223
"2018-08-03 12:00:00",,,31.5158,32.3167,,,31.1577,30.4333,31.549,29.8793
"2018-08-03 13:00:00",,,29.6168,30.6333,,,29.4142,28.6,29.6253,27.8425
"2018-08-03 14:00:00",,,30.4002,31.4833,,,29.9633,28.9833,29.6,27.9188
"2018-08-03 15:00:00",,,30.7925,31.45,,,30.298,29.5833,30.9662,29.2082
"2018-08-03 16:00:00",,,19.8175,20.2833,,,19.0592,18.5,16.7381,15.8303
"2018-08-03 17:00:00",,,25.0298,26.1667,,,23.5932,22.9333,14.02,13.0222
"2018-08-03 18:00:00",,,19.9848,20.7167,,,19.2863,19.3333,17.2297,16.3287
"2018-08-03 19:00:00",,,14.2393,15,,,14.0923,14.0833,11.7825,11.7883
"2018-08-03 20:00:00",,,17.1852,18.0667,,,18.0838,17.2167,19.1052,18.649
"2018-08-03 21:00:00",,,22.2825,23.3729,,,22.98,22.85,21.2579,20.8281
"2018-08-03 22:00:00",,,15.3907,16.3,,,15.5003,15.3167,13.302,12.5446
"2018-08-03 23:00:00",,,14.0293,14.35,,,13.4005,12.8,13.2288,12.4348
"2018-08-04 00:00:00",,,6.39,7.7667,,,6.6098,5.8667,6.2305,6.2516
"2018-08-04 01:00:00",,,6.5083,8.0678,,,6.8117,6.4333,6.8466,6.8619
"2018-08-04 02:00:00",,,8.9,10.0167,,,9.0458,8.5167,8.9289,8.8847
"2018-08-04 03:00:00",,,10.4907,11.0167,,,10.5983,10.1167,10.9526,10.5246
"2018-08-04 04:00:00",,,12.5433,12.9667,,,12.3585,12.1167,11.0166,10.5867
"2018-08-04 05:00:00",,,11.891,12.1833,,,11.6613,11.4167,10.5859,10.181
"2018-08-04 06:00:00",,,12.0112,12.3333,,,12.0868,11.5833,11.2543,10.7233
"2018-08-04 07:00:00",,,13.1723,14.35,,,13.2195,12.9333,12.7619,11.9759
"2018-08-04 08:00:00",,,14.9917,15.9167,,,15.1608,15.0667,13.5805,13.28
"2018-08-04 09:00:00",,,15.1637,16.5333,13.426,11.352,15.4987,15.4167,14.1113,13.2707
"2018-08-04 10:00:00",,,16.8968,18.0667,12.827,11.995,17.1827,17.6441,14.3552,14.214
"2018-08-04 11:00:00",,,21.5623,22.9833,,,21.4917,21.8667,17.8888,17.3137
"2018-08-04 12:00:00",,,23.0282,24.35,,,23.6942,23.1333,20.0272,19.4188
"2018-08-04 13:00:00",,,26.3505,27.4667,,,26.782,26.05,26.7443,25.2
"2018-08-04 14:00:00",,,29.7303,30.2833,,,30.273,28.95,29.9944,28.2596
"2018-08-04 15:00:00",,,25.8482,26.6333,,,26.027,25.2,26.9215,24.5793
"2018-08-04 16:00:00",,,22.2982,23.1333,,,22.8898,22.1667,23.542,21.8136
"2018-08-04 17:00:00",,,21.112,21.5833,,,21.1957,20.35,21.954,19.9542
"2018-08-04 18:00:00",,,20.527,21.3333,,,21.0687,20.0833,21.5363,20.067
"2018-08-04 19:00:00",,,15.1035,15.85,,,15.5477,14.5667,17.0909,16.0479
"2018-08-04 20:00:00",,,14.7253,15.2167,,,14.9162,14.0333,16.9541,15.3752
"2018-08-04 21:00:00",,,14.3447,15.25,,,15.0565,13.9333,16.5327,15.0837
"2018-08-04 22:00:00",,,15.433,15.8667,,,15.4608,14.5085,16.1043,14.9193
"2018-08-04 23:00:00",,,15.151,16.65,,,16.4542,16.2,15.8088,15.469
"2018-08-05 00:00:00",,,9.2807,12.7833,,,9.8998,9.8814,9.5712,9.2807
"2018-08-05 01:00:00",,,10.184,12.9833,,,11.0127,10.7667,9.6752,9.7338
"2018-08-05 02:00:00",,,17.6242,22.2833,,,18.221,18.9,17.885,17.5884
"2018-08-05 03:00:00",,,16.199,18.65,,,16.5283,16.7833,16.1102,15.7595
"2018-08-05 04:00:00",,,14.0622,14.7833,,,14.2205,14.7667,14.4341,14.0027
"2018-08-05 05:00:00",,,17.8488,18.4333,,,17.3547,17.45,15.9778,14.9492
"2018-08-05 06:00:00",,,21.611,22.4667,,,20.7235,21.0667,17.5563,16.403
"2018-08-05 07:00:00",,,23.0927,23.8167,,,22.6485,22.4746,21.3905,19.6882
"2018-08-05 08:00:00",,,23.1053,24.15,,,22.6865,22.45,22.5461,20.5998
"2018-08-05 09:00:00",,,23.0693,24.8,,,22.7933,22.2833,22.4153,20.6195
"2018-08-05 10:00:00",,,23.938,25.4667,,,23.7402,23.6667,23.9102,22.1193
"2018-08-05 11:00:00",,,17.373,18.7667,14.9,13.43,17.008,16.85,22.2739,20.6
"2018-08-05 12:00:00",,,21.4768,23.4,22.0625,20.4069,21.8143,22.2333,22.689,21.441
"2018-08-05 13:00:00",,,17.8298,18.9833,,,17.5687,17.2833,18.2711,17.1113
"2018-08-05 14:00:00",,,12.3787,12.7833,,,11.957,11.5833,13.4427,12.8822
"2018-08-05 15:00:00",,,11.0451,11.0339,,,10.3745,10.0333,11.1739,10.6505
"2018-08-05 16:00:00",,,11.8318,12,,,11.12,10.8667,11.8969,11.1154
"2018-08-05 17:00:00",,,11.559,11.678,,,10.9673,10.3167,11.9372,11.0657
"2018-08-05 18:00:00",,,11.2795,11.25,,,10.808,10.25,11.6707,10.7631
"2018-08-05 19:00:00",,,8.1098,7.55,,,7.5078,7.1,8.7898,8.2777
"2018-08-05 20:00:00",,,7.5125,7.2667,,,7.184,6.7167,8.2063,7.7717
"2018-08-05 21:00:00",,,7.0072,6.9,,,6.5412,6.3103,7.2393,6.9625
"2018-08-05 22:00:00",,,11.6488,12.0667,,,11.5748,11.4333,11.6438,10.8452
"2018-08-05 23:00:00",,,18.8588,19.4333,,,19.4188,18.9667,19.7328,18.226
"2018-08-06 00:00:00",,,28.2319,29.1186,,,28.6513,28.25,29.1653,27.3239
"2018-08-06 01:00:00",,,29.1873,30.15,,,29.3213,29.2333,30.122,28.2446
"2018-08-06 02:00:00",,,20.5643,21.75,,,20.9945,20.8333,21.9312,20.0513
"2018-08-06 03:00:00",,,13.8937,14.9661,,,13.9193,13.4667,14.662,13.4564
"2018-08-06 04:00:00",,,13.8203,14,,,13.6058,12.7,13.47,12.18
"2018-08-06 05:00:00",,,11.322,12,,,11.171,10.7,11.267,10.4185
"2018-08-06 06:00:00",,,8.918,9.3833,,,8.782,8.35,9.1067,8.6313
"2018-08-06 07:00:00",,,9.9117,10.0667,,,9.4748,9.1667,8.9997,8.6019
"2018-08-06 08:00:00",,,10.5702,10.9,,,10.29,9.8,10.388,9.877
"2018-08-06 09:00:00",,,16.7865,17.9167,,,15.8083,16.0667,13.419,12.4348
"2018-08-06 10:00:00",,,19.149,20.1833,,,17.5577,17.7333,13.3357,12.3059
"2018-08-06 11:00:00",,,17.0308,18.3667,,,16.1147,15.8167,14.1332,12.8284
"2018-08-06 12:00:00",,,19.1898,20.5667,,,18.221,17.6167,18.1276,16.6895
"2018-08-06 13:00:00",16.1378,15.8519,19.2492,20.1333,,,18.4487,18.2667,20.2324,18.6193
"2018-08-06 14:00:00",17.2047,17.4167,20.6535,21.5333,,,20.4752,19.9167,19.7377,18.5989
"2018-08-06 15:00:00",15.0188,14.9483,22.5165,23.1,,,21.441,21.7,21.2874,19.7205
"2018-08-06 16:00:00",12.5572,12.65,19.6685,20.0833,,,18.8742,18.6,19.1958,17.5324
"2018-08-06 17:00:00",14.4417,14.3833,20.1523,20.7,,,19.9543,20,19.813,18.4137
"2018-08-06 18:00:00",9.7852,9.6167,15.121,15.5,,,15.172,15.1667,14.9524,13.8778
"2018-08-06 19:00:00",11.2425,10.9167,12.2543,12.6,,,12.0495,12.0167,12.5476,11.8483
"2018-08-06 20:00:00",10.4503,10,11.8982,12.3,,,11.6292,11.4333,12.854,12.196
"2018-08-06 21:00:00",9.5642,9.4167,11.166,11.65,,,11.3678,10.85,12.1805,11.5281
"2018-08-06 22:00:00",13.1198,13.05,15.9412,16.8833,,,15.8927,15.2712,17.1712,15.8119
"2018-08-06 23:00:00",15.2482,15.3,16.4851,17.2542,,,16.2302,15.7167,16.9755,15.9286
"2018-08-07 00:00:00",13.8347,13.6167,16.9235,17.4,,,16.3905,15.8,17.3438,16.1498
"2018-08-07 01:00:00",14.2877,13.8667,16.5845,17.8667,,,16.65,16.0833,16.1558,15.3971
"2018-08-07 02:00:00",14.923,14.25,16.5407,17.9667,,,16.1658,15.8305,17.8154,16.3834
"2018-08-07 03:00:00",15.745,15.0667,18.3528,19.1167,,,17.78,17.7,18.8667,17.4913
"2018-08-07 04:00:00",14.0852,14.0333,18.6735,19.8667,,,18.3345,18.2333,20.2302,18.3786
"2018-08-07 05:00:00",16.1158,16.1167,21.012,22.4833,,,21.1323,20.8833,21.7236,20.1392
"2018-08-07 06:00:00",17.8732,17.7333,19.6643,20.7167,,,20.3017,19.5833,19.4265,18.1227
"2018-08-07 07:00:00",16.4102,16.5833,19.2025,20.4333,,,19.6362,19.6167,18.933,17.3197
"2018-08-07 08:00:00",15.028,14.8833,21.2195,22.2667,,,21.2358,21.6102,19.6834,18.3986
"2018-08-07 09:00:00",15.6683,15.55,26.5805,27.4667,,,25.8883,26.1833,22.6012,20.1573
"2018-08-07 10:00:00",22.7482,22.6,32.2022,33.15,,,31.4998,31.8167,25.3518,22.8292
"2018-08-07 11:00:00",25.9898,25.7,30.0902,31.1356,,,28.7838,28.85,25.4626,23.2526
"2018-08-07 12:00:00",24.7902,24,30.6952,31.4667,,,29.9595,30.2333,23.348,21.3377
"2018-08-07 13:00:00",21.9293,21.3833,29.0907,30.1333,,,28.1733,28.4,25.3743,23.4679
"2018-08-07 14:00:00",22.4797,22.0167,27.7535,28.5,,,27.2488,27.4,27.743,25.5788
"2018-08-07 15:00:00",19.2637,18.95,24.259,25.0833,,,23.9805,24.0333,23.4658,21.5871
"2018-08-07 16:00:00",17.4562,17.2167,21.1262,22.1167,,,20.5597,20.5167,21.752,20.0925
"2018-08-07 17:00:00",21.7498,20.9667,23.6208,24.3333,,,23.307,23.1667,23.5763,21.8552
"2018-08-07 18:00:00",22.5018,22.0167,22.3465,22.3833,,,21.7175,21.75,23.6688,21.6303
"2018-08-07 19:00:00",12.7273,12.0167,17.5992,18.05,,,17.3322,16.7667,19.402,17.9857
"2018-08-07 20:00:00",9.5958,9.4,10.9852,11.4333,,,10.7023,10.4167,12.0341,11.5853
"2018-08-07 21:00:00",9.4278,9.3167,11.2955,11.9333,,,10.8328,10.3667,11.2258,11.0071
"2018-08-07 22:00:00",9.204,8.7333,10.3623,10.8,,,10.077,9.6167,10.6552,9.9442
"2018-08-07 23:00:00",8.7712,8.5167,10.163,10.3167,,,10.0527,9.45,11.0665,10.1763
"2018-08-08 00:00:00",7.197,7.0167,9.05,9.8814,,,8.84,8.5667,8.9052,8.3278
"2018-08-08 01:00:00",7.3065,7.0667,8.7377,9.0333,,,8.355,8.0167,10.4568,9.9407
"2018-08-08 02:00:00",7.8353,7.75,14.618,15.1833,,,14.0003,13.9333,12.3588,11.5048
"2018-08-08 03:00:00",9.9895,9.7167,14.6462,19.8333,,,13.9628,13.9,12.8473,11.8828
"2018-08-08 04:00:00",11.7088,11.6,20.6067,21.0167,,,20.0923,20,17.301,15.7827
"2018-08-08 05:00:00",11.4597,11.3833,17.9297,19.2667,,,17.1738,17.3,16.7437,15.3862
"2018-08-08 06:00:00",13.7268,13.4667,20.667,21.5833,,,19.655,19.7,19.6967,17.9482
"2018-08-08 07:00:00",16.2755,15.85,21.3293,23.3333,,,20.8942,20.6333,21.2863,19.5042
"2018-08-08 08:00:00",16.5033,15.85,25.1347,26.0667,,,24.1568,24.0833,23.7563,21.8527
"2018-08-08 09:00:00",18.7027,18.3333,30.9453,31.7667,,,30.7455,30.3667,29.552,26.61
"2018-08-08 10:00:00",24.8675,24.4167,29.9578,30.6667,,,29.1973,28.85,26.268,23.6467
"2018-08-08 11:00:00",21.8264,21.1803,27.4125,27.9167,,,26.043,25.7833,22.7283,20.5052
"2018-08-08 12:00:00",23.6166,22.9492,28.5133,29.3833,25.465,21.9417,27.998,27.35,27.0693,24.9596
"2018-08-08 13:00:00",10.4878,10.3833,18.928,19.661,10.5011,9.5222,19.0463,18.6,20.909,19.9252
"2018-08-08 14:00:00",6.0992,5.8833,11.3747,12.05,11.2974,10.2455,10.761,11.05,7.5743,7.2143
"2018-08-08 15:00:00",8.2093,8.05,12.2597,13.1333,,,12.022,12.4667,8.7623,8.5708
"2018-08-08 16:00:00",10.1145,9.8167,15.0802,15.9833,,,14.6143,15.0167,11.8943,11.4415
"2018-08-08 17:00:00",9.4648,9.3667,15.4797,16.1833,,,15.2978,15.1,12.5495,12.2528
"2018-08-08 18:00:00",9.5728,9.1833,12.6023,12.6,,,11.9273,11.8833,11.801,11.387
"2018-08-08 19:00:00",9.8983,9.5833,12.7948,13.1,,,12.7103,12.1186,12.341,11.7137
"2018-08-08 20:00:00",10.0677,9.2667,12.9938,13.3,,,12.7157,12.5,12.8166,12.3714
"2018-08-08 21:00:00",10.2763,9.75,10.9919,11.7458,,,11.0768,10.8,11.8888,11.1872
"2018-08-08 22:00:00",9.2182,8.8167,10.7735,10.9,,,10.8032,10.2833,11.3347,10.6845
"2018-08-08 23:00:00",7.1813,7.0833,8.5458,9.4667,,,8.1102,8.05,8.9993,8.6525
"2018-08-09 00:00:00",6.5735,6.45,7.7048,7.8,,,7.5305,6.9667,8.1852,7.624
"2018-08-09 01:00:00",6.0816,6,8.1363,8.2833,,,7.756,7.5167,8.6112,8.2271
"2018-08-09 02:00:00",6.4844,6.2373,11.187,11.4167,,,10.462,10.2667,10.6877,10.1387
"2018-08-09 03:00:00",7.8947,7.7667,12.3463,12.7667,,,12.2128,12.0667,12.9188,11.9625
"2018-08-09 04:00:00",10.0912,9.7167,12.9805,13.45,,,12.9453,13.0169,14.0628,12.9458
"2018-08-09 05:00:00",11.7068,11.7667,15.0685,15.4333,,,15.048,15.1333,16.1267,15.1247
"2018-08-09 06:00:00",13.0003,12.9333,16.7512,17.15,,,16.6828,16.5167,16.7935,15.4933
"2018-08-09 07:00:00",14.0137,13.55,17.0167,17.55,,,16.7378,16.7333,16.8155,15.3422
"2018-08-09 08:00:00",14.0645,13.5,19.8803,20.2333,,,19.1912,19.1333,17.4787,15.9925
"2018-08-09 09:00:00",14.7245,14.1333,22.7575,23.9667,20.6,17,21.5702,22.2333,18.6075,16.4443
"2018-08-09 10:00:00",15.7597,15.4754,26.7535,27.6333,,,24.9313,25.75,17.9823,16.7823
"2018-08-09 11:00:00",16.378,16.1017,21.7662,22.7333,,,21.1027,21.3,15.6446,14.3758
"2018-08-09 12:00:00",15.1584,14.918,21.2335,22.7167,,,20.0358,20.7833,15.3132,13.7998
"2018-08-09 13:00:00",14.53,13.9833,18.0098,18.8667,,,16.9655,16.9833,15.641,14.0988
"2018-08-09 14:00:00",13.0637,12.5,18.2888,18.7667,,,17.3453,17.15,16.8947,15.6127
"2018-08-09 15:00:00",13.1882,12.5333,16.1332,16.45,,,15.681,14.7,16.1541,15.1051
"2018-08-09 16:00:00",12.5754,12.6949,17.7603,17.55,,,16.7252,16.4,16.3219,15.0625
"2018-08-09 17:00:00",11.408,11.1639,15.5488,15.3833,,,14.4457,14.85,14.5195,13.6068
"2018-08-09 18:00:00",10.6792,10.661,14.744,14.25,,,13.7522,13.7167,13.5318,12.9387
"2018-08-09 19:00:00",10.0461,9.8525,11.8513,11.8167,,,11.3873,11.2712,12.8093,11.979
"2018-08-09 20:00:00",10.5708,9.9833,12.1108,11.65,,,11.6202,10.9831,12.9075,12.2198
"2018-08-09 21:00:00",10.8086,10.0678,11.5712,12.1667,,,11.765,11.4,12.5508,11.7662
"2018-08-09 22:00:00",10.4242,9.9,10.9548,11.2667,,,10.8187,10.2333,12.654,11.9788
"2018-08-09 23:00:00",9.7108,9.15,11.0028,10.9833,,,10.5332,10.4667,11.7892,11.0468
"2018-08-10 00:00:00",11.0546,10.459,12.1687,12.7833,,,11.9522,11.7,12.8415,12.0963
"2018-08-10 01:00:00",11.3688,11.45,13.0857,13.4667,,,12.4871,12.5593,13.3732,12.618
"2018-08-10 02:00:00",11.8961,11.3729,14.9202,15.5667,,,14.592,14.7288,14.3437,13.2142
"2018-08-10 03:00:00",12.1675,12.082,16.4544,17.1695,,,16.1048,16.5333,15.9008,14.7052
"2018-08-10 04:00:00",12.7505,12.5333,16.9347,17.65,,,16.7187,16.95,16.9482,15.699
"2018-08-10 05:00:00",12.7428,12.2667,18.5655,18.8667,,,17.9928,18.3333,17.2255,15.9467
"2018-08-10 06:00:00",13.5425,12.8667,17.7025,18.3333,,,17.0523,17.45,16.9482,15.918
"2018-08-10 07:00:00",12.527,12.1,18.9765,19.4333,,,18.084,18.35,16.8032,15.5492
"2018-08-10 08:00:00",13.3048,13,22.0755,22.9,,,21.134,21.15,17.5049,16.0664
"2018-08-10 09:00:00",15.5538,15.4333,22.9477,24.4833,,,22.1657,22.45,18.5883,16.8097
"2018-08-10 10:00:00",16.691,16.35,24.2723,25.6833,,,23.4425,24.05,18.1997,16.8508
"2018-08-10 11:00:00",15.4727,15.0167,21.4787,23.0667,,,20.2587,20.7167,17.3095,16.016
"2018-08-10 12:00:00",14.5003,13.8644,17.2815,17.5833,,,15.9747,15.8833,16.2036,15.2954
"2018-08-10 13:00:00",12.7672,12.5246,16.2888,16.5,,,15.4557,15.3167,14.0697,12.7412
"2018-08-10 14:00:00",13.446,13.25,15.3353,15.4833,,,14.6728,14.5167,15.4712,14.2938
"2018-08-10 15:00:00",12.857,12.3833,16.0572,16.2833,,,15.4734,15.1864,15.9588,14.8432
"2018-08-10 16:00:00",11.8805,11.2167,14.5382,14.1667,,,13.8095,13.75,14.5842,13.8193
"2018-08-10 17:00:00",12.1108,11.2,13.6807,13.7333,,,13.027,13.1333,14.0939,13.3351
"2018-08-10 18:00:00",11.1685,10.5,12.5025,12.4833,,,12.0957,11.7167,12.965,12.2397
"2018-08-10 19:00:00",10.6465,10.2833,12.1102,11.8,,,11.7254,11.1356,12.9288,12.0715
"2018-08-10 20:00:00",11.3133,10.1833,12.485,12.3667,,,12.3508,11.7333,13.303,12.3362
"2018-08-10 21:00:00",11.3052,10.5,12.269,12.45,,,12.0427,11.8333,13.127,12.3968
"2018-08-10 22:00:00",9.7213,9.4333,10.76,11.2833,,,10.4767,10.1667,12.11,11.2783
"2018-08-10 23:00:00",9.2172,8.7,10.0453,10.5,,,9.8372,9.1167,10.6317,9.9061
"2018-08-11 00:00:00",10.1098,9.8,10.5235,11.4,,,10.306,9.8167,12.103,11.7205
"2018-08-11 01:00:00",10.3507,10.3333,11.0397,12.7667,,,11.08,10.1333,11.8055,11.4117
"2018-08-11 02:00:00",10.051,10.0667,11.0513,11.15,,,11.1813,10.2333,11.7017,11.8208
"2018-08-11 03:00:00",9.9843,10.1,10.5795,11.0833,,,10.8922,10.3898,11.2985,11.1345
"2018-08-11 04:00:00",10.0078,9.9833,11.2702,11.55,,,10.9343,10.7241,11.8622,11.21
"2018-08-11 05:00:00",10.0983,9.95,12.456,12.9667,,,12.7429,12.4483,12.031,11.2185
"2018-08-11 06:00:00",10.2322,9.9167,12.3661,12.7288,,,12.0764,11.7458,12.712,11.868
"2018-08-11 07:00:00",11.0387,10.6833,12.151,12.9667,,,11.7541,11.7931,12.9843,12.1338
"2018-08-11 08:00:00",11.5003,10.9,13.0555,13.8,,,12.6889,12.375,15.5918,14.6257
"2018-08-11 09:00:00",11.4948,10.9833,16.8895,17.55,,,16.5485,16.8333,16.2637,14.9512
"2018-08-11 10:00:00",11.1798,10.8167,17.7831,19.3729,,,17.6064,17.8814,15.3725,14.2985
"2018-08-11 11:00:00",11.4175,11,16.5925,17.8983,,,16.1614,16.2456,14.4592,13.5593
"2018-08-11 12:00:00",11.199,11.0833,15.6166,16.7288,,,15.3129,15.4407,12.757,11.982
"2018-08-11 13:00:00",10.6613,10.3833,13.8468,14.25,,,13.3592,13.2,13.2157,12.2752
"2018-08-11 14:00:00",10.0363,9.6833,11.9715,12.2667,,,11.8688,11.3667,11.4758,10.8951
"2018-08-11 15:00:00",7.9383,7.2333,10.7117,10.9492,,,10.7207,10.1017,9.8408,9.372
"2018-08-11 16:00:00",5.717,4.9,7.6965,7.2667,,,7.6517,6.5172,7.457,7.0658
"2018-08-11 17:00:00",5.2912,4.9,7.4812,7.4,,,7.3697,6.7167,7.0735,6.7812
"2018-08-11 18:00:00",6.9803,6.2333,8.5417,8.7833,,,8.6873,8.0678,8.4828,8.0405
"2018-08-11 19:00:00",9.1047,8.2,9.7053,9.6441,,,9.7307,9.386,10.1908,9.7543
"2018-08-11 20:00:00",8.2532,7.3833,9.2787,9.25,,,9.3407,8.4667,9.6258,8.9622
"2018-08-11 21:00:00",8.4932,8.4667,8.961,9.2333,,,9.2003,8.5167,9.5143,9.2707
"2018-08-11 22:00:00",9.2388,9.05,9.9685,10.1167,,,10.111,9.2833,10.6845,10.1725
"2018-08-11 23:00:00",9.4553,9.3,10.3937,11.5667,,,10.1828,9.7167,10.9855,10.7593
"2018-08-12 00:00:00",9.6355,9.6333,10.8152,12.65,,,10.9542,10.2,11.6,11.122
"2018-08-12 01:00:00",11.3148,11,11.8458,12.6333,,,12.0961,10.8814,13.008,12.7814
"2018-08-12 02:00:00",16.7313,16.6167,14.8823,15.6667,,,15.333,14.1167,15.6227,15.5242
"2018-08-12 03:00:00",22.3942,22.2667,21.5653,22.8,,,22.3102,20.9,21.9603,21.2713
"2018-08-12 04:00:00",24.4983,23.8167,23.5777,25,,,24.183,23.4167,25.3775,24.5207
"2018-08-12 05:00:00",24.9995,24.2,24.6778,27.0833,,,25.8403,25.3,26.1925,24.2507
"2018-08-12 06:00:00",25.2232,24.8667,25.207,26.2167,,,25.7697,25.8136,25.5138,23.767
